,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n,neighbourhood_group_le,room_type_le
24755,93859477,Brooklyn,Williamsburg,40.71983,-73.9592,Entire home/apt,2,23,0.96,1,0,0,12,1,1,0
17998,12658747,Brooklyn,Williamsburg,40.70936,-73.94708,Private room,6,0,,1,0,0,12,0,1,1
33005,195678889,Manhattan,Harlem,40.82461,-73.95269,Private room,2,0,,1,363,1,2,0,2,1
39508,230230484,Queens,Astoria,40.76501,-73.92502,Private room,3,3,0.48,2,365,2,56,0,3,1
12157,26299995,Manhattan,East Harlem,40.79733,-73.93988,Private room,3,125,2.87,1,1,1,4,0,2,1
47198,6428897,Brooklyn,Williamsburg,40.70677,-73.94196,Entire home/apt,3,1,1.0,1,5,0,12,1,1,0
15551,5775272,Manhattan,Upper West Side,40.78406,-73.98431,Entire home/apt,1,0,,1,0,1,8,1,2,0
38880,214979297,Manhattan,Greenwich Village,40.72792,-73.99877,Entire home/apt,5,3,0.41,1,4,1,52,1,2,0
41195,240248599,Manhattan,Little Italy,40.71918,-73.99536,Private room,3,1,0.42,1,1,1,53,0,2,1
40502,234905483,Bronx,Mount Hope,40.8461,-73.90883,Private room,2,14,3.28,1,176,4,150,0,0,1
21765,46599828,Manhattan,Midtown,40.74481,-73.98523,Entire home/apt,3,6,0.23,1,0,1,1,1,2,0
24386,19079151,Brooklyn,Bedford-Stuyvesant,40.68515,-73.95566,Private room,7,0,,1,0,0,6,0,1,1
10331,4152479,Brooklyn,Williamsburg,40.70978,-73.95143,Entire home/apt,3,5,0.13,2,0,0,12,1,1,0
15818,67311188,Manhattan,East Village,40.72125,-73.98058,Entire home/apt,5,1,0.04,1,0,1,19,1,2,0
8905,35350208,Manhattan,Washington Heights,40.84872,-73.93633,Private room,1,1,0.02,1,0,1,30,0,2,1
42605,16098958,Manhattan,Midtown,40.75032,-73.97143,Entire home/apt,30,0,,96,342,1,1,1,2,0
26445,151639981,Brooklyn,Williamsburg,40.71101,-73.96217,Private room,6,1,0.05,1,0,0,12,0,1,1
36958,16098958,Manhattan,Midtown,40.74829,-73.98653,Entire home/apt,30,0,,96,342,1,1,1,2,0
491,781647,Manhattan,Harlem,40.80518,-73.95359,Private room,5,43,0.47,2,247,1,2,0,2,1
18147,68598597,Manhattan,Harlem,40.82418,-73.94893,Private room,1,45,1.3,2,34,1,2,0,2,1
10659,10473601,Manhattan,Upper East Side,40.7734,-73.95832,Entire home/apt,5,11,0.24,1,0,1,28,1,2,0
18823,93839620,Manhattan,Hell's Kitchen,40.76793,-73.98561,Private room,1,133,3.95,1,61,1,7,0,2,1
38208,204906313,Brooklyn,Sheepshead Bay,40.59099,-73.94856,Private room,1,56,7.24,3,48,0,73,0,1,1
28781,129165729,Queens,Astoria,40.76234,-73.91991,Entire home/apt,1,75,4.38,1,317,2,56,1,3,0
33355,1828429,Brooklyn,Greenpoint,40.72756,-73.95628,Entire home/apt,3,1,0.67,1,36,0,20,1,1,0
28502,23385082,Queens,Astoria,40.76516,-73.92281,Entire home/apt,6,2,0.11,1,0,2,56,1,3,0
28346,47598303,Queens,Astoria,40.77205,-73.92997,Private room,1,5,0.26,1,0,2,56,0,3,1
6727,3800548,Brooklyn,Greenpoint,40.73176,-73.95371,Private room,4,6,0.11,1,0,0,20,0,1,1
12827,50448556,Manhattan,Harlem,40.80518,-73.95099,Private room,1,1,0.02,5,0,1,2,0,2,1
17830,50327977,Brooklyn,Williamsburg,40.7086,-73.94555,Private room,2,6,0.17,1,0,0,12,0,1,1
10314,39472987,Manhattan,Harlem,40.82861,-73.94127,Private room,1,5,0.11,1,0,1,2,0,2,1
32581,192716996,Manhattan,Lower East Side,40.72077,-73.98427,Private room,1,9,0.68,1,0,1,23,0,2,1
23502,132711675,Manhattan,Murray Hill,40.74736,-73.97838,Private room,10,0,,1,19,1,5,0,2,1
2794,8184930,Brooklyn,Prospect Heights,40.68249,-73.97139,Private room,1,73,1.1,1,65,0,29,0,1,1
4682,16596651,Manhattan,Upper East Side,40.77787,-73.95104,Entire home/apt,4,7,0.11,1,0,1,28,1,2,0
26737,1522036,Manhattan,East Harlem,40.80101,-73.9439,Entire home/apt,4,1,0.05,1,0,1,4,1,2,0
42601,130476089,Manhattan,Chelsea,40.74216,-73.99962,Private room,1,1,0.33,2,0,1,14,0,2,1
48497,6057887,Manhattan,Washington Heights,40.84905,-73.93951,Private room,3,0,,5,18,1,30,0,2,1
9287,25109461,Manhattan,East Harlem,40.79326,-73.93988,Entire home/apt,1,0,,1,11,1,4,1,2,0
15582,68013836,Manhattan,Financial District,40.70592,-74.00928,Private room,3,3,0.09,1,0,1,43,0,2,1
1296,2773585,Manhattan,Upper West Side,40.80053,-73.96651,Entire home/apt,30,23,0.27,1,0,1,8,1,2,0
14964,4323335,Brooklyn,Bedford-Stuyvesant,40.686,-73.94629,Entire home/apt,4,22,0.67,1,11,0,6,1,1,0
47709,269840768,Brooklyn,Flatlands,40.62585,-73.9392,Entire home/apt,4,0,,1,163,0,35,1,1,0
24051,22462,Brooklyn,Bedford-Stuyvesant,40.68326,-73.92448,Entire home/apt,3,80,3.38,1,42,0,6,1,1,0
29299,164806814,Manhattan,Midtown,40.75993,-73.96342,Entire home/apt,4,52,3.03,1,242,1,1,1,2,0
19448,99665419,Manhattan,SoHo,40.72391,-74.00658,Entire home/apt,4,9,0.53,1,0,1,27,1,2,0
13780,53412784,Manhattan,Midtown,40.74357,-73.98466,Private room,1,0,,1,0,1,1,0,2,1
21419,1527966,Brooklyn,Crown Heights,40.67395,-73.95682,Entire home/apt,3,17,0.68,1,0,0,15,1,1,0
24566,120762452,Manhattan,Murray Hill,40.74965,-73.97566,Entire home/apt,30,1,0.07,50,320,1,5,1,2,0
44274,219517861,Manhattan,Financial District,40.70744,-74.01048,Entire home/apt,2,2,0.82,327,331,1,43,1,2,0
15135,43483337,Manhattan,Hell's Kitchen,40.75547,-73.99501,Entire home/apt,5,0,,1,0,1,7,1,2,0
17798,83131313,Manhattan,East Village,40.72268,-73.98215,Entire home/apt,4,2,0.08,1,16,1,19,1,2,0
15281,18287406,Brooklyn,Bushwick,40.70307,-73.91765,Private room,3,0,,1,0,0,21,0,1,1
17605,52851248,Manhattan,Theater District,40.76324,-73.98459,Entire home/apt,10,1,0.03,1,0,1,71,1,2,0
5679,21455957,Manhattan,Harlem,40.81892,-73.94647,Private room,3,86,1.48,2,157,1,2,0,2,1
35258,162397867,Manhattan,Kips Bay,40.74487,-73.97608,Entire home/apt,5,1,0.1,1,364,1,26,1,2,0
30674,59860568,Queens,Astoria,40.76708,-73.92315,Private room,7,0,,1,0,2,56,0,3,1
44832,259796664,Queens,Long Island City,40.75411,-73.93634,Private room,1,9,6.28,10,358,2,25,0,3,1
40894,30077950,Manhattan,East Village,40.73201,-73.98768,Entire home/apt,2,0,,1,0,1,19,1,2,0
34505,12243051,Manhattan,Midtown,40.74812,-73.98602,Entire home/apt,29,0,,96,219,1,1,1,2,0
3273,10102581,Manhattan,Washington Heights,40.85516,-73.93717,Entire home/apt,4,0,,1,0,1,30,1,2,0
41695,231704,Manhattan,Upper West Side,40.7897,-73.97909,Entire home/apt,30,0,,3,358,1,8,1,2,0
4789,10657357,Manhattan,Harlem,40.83058,-73.9495,Private room,5,21,0.34,4,187,1,2,0,2,1
25959,100833625,Queens,Long Island City,40.75401,-73.92013,Private room,1,4,0.19,1,0,2,25,0,3,1
35314,70774951,Queens,East Elmhurst,40.76708,-73.8795,Entire home/apt,1,52,4.92,3,296,2,103,1,3,0
19050,95939781,Manhattan,Murray Hill,40.74438,-73.97365,Entire home/apt,1,1,0.03,1,0,1,5,1,2,0
11695,30283594,Manhattan,Financial District,40.70358,-74.00824,Entire home/apt,30,0,,121,186,1,43,1,2,0
44715,6556741,Brooklyn,Bedford-Stuyvesant,40.68076,-73.95667,Private room,3,1,0.5,4,31,0,6,0,1,1
39956,190389545,Queens,Long Island City,40.75376,-73.94101,Private room,3,16,2.42,2,3,2,25,0,3,1
6171,23401743,Manhattan,East Harlem,40.79917,-73.93995,Entire home/apt,2,0,,1,0,1,4,1,2,0
26485,48861932,Manhattan,Lower East Side,40.71389,-73.98889,Private room,1,9,0.42,1,0,1,23,0,2,1
8901,35726649,Queens,Jackson Heights,40.75129,-73.88784,Entire home/apt,5,8,0.17,1,0,2,83,1,3,0
4611,15646137,Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,30,0,,1,365,1,23,1,2,0
36174,123145309,Manhattan,Morningside Heights,40.81623,-73.96103,Private room,1,2,0.22,1,0,1,45,0,2,1
40882,89896526,Manhattan,Financial District,40.71081,-74.00846,Entire home/apt,30,1,0.24,1,4,1,43,1,2,0
38068,16403250,Manhattan,West Village,40.73334,-74.00098,Entire home/apt,4,18,4.19,1,24,1,11,1,2,0
39022,82189264,Manhattan,East Harlem,40.78695,-73.94218,Entire home/apt,60,0,,1,365,1,4,1,2,0
17843,83526094,Brooklyn,Greenpoint,40.73773,-73.95489,Entire home/apt,1,12,0.39,1,0,0,20,1,1,0
17644,82096395,Manhattan,Hell's Kitchen,40.75981,-73.99118,Private room,5,20,0.55,1,178,1,7,0,2,1
48831,29393413,Brooklyn,Williamsburg,40.71391,-73.94431,Entire home/apt,1,0,,1,84,0,12,1,1,0
18074,31301220,Brooklyn,Williamsburg,40.71192,-73.9628,Entire home/apt,9,19,0.66,1,0,0,12,1,1,0
7449,10014288,Brooklyn,Prospect-Lefferts Gardens,40.65739,-73.95983,Entire home/apt,5,0,,1,0,0,24,1,1,0
6262,11308807,Manhattan,Harlem,40.82158,-73.9533,Private room,1,0,,2,0,1,2,0,2,1
15833,69852641,Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,2,24,0.71,3,274,1,7,1,2,0
40728,217910985,Queens,Flushing,40.74295,-73.82544,Private room,5,0,,1,132,2,37,0,3,1
33527,41099363,Brooklyn,Fort Greene,40.68992,-73.97528,Private room,4,4,0.45,3,291,0,13,0,1,1
43665,107434423,Manhattan,Theater District,40.76061,-73.98589,Entire home/apt,30,0,,232,337,1,71,1,2,0
21056,60539147,Manhattan,Hell's Kitchen,40.76468,-73.9868,Entire home/apt,30,4,0.14,1,0,1,7,1,2,0
33545,20912691,Queens,Jamaica,40.70985,-73.78429,Private room,2,4,0.34,7,0,2,46,0,3,1
16477,14052889,Manhattan,Harlem,40.82779,-73.94065,Entire home/apt,7,32,0.91,1,290,1,2,1,2,0
41641,227836692,Brooklyn,East Flatbush,40.65134,-73.94309,Private room,1,0,,1,89,0,54,0,1,1
40457,16713332,Brooklyn,Bushwick,40.69853,-73.93098,Private room,10,0,,2,0,0,21,0,1,1
20262,17167740,Brooklyn,South Slope,40.66593,-73.9879,Private room,2,34,1.11,1,34,0,10,0,1,1
41884,53750726,Manhattan,Hell's Kitchen,40.76711,-73.98732,Entire home/apt,3,5,1.21,1,13,1,7,1,2,0
40052,229554591,Queens,Sunnyside,40.73716,-73.91848,Private room,1,1,0.16,2,0,2,39,0,3,1
6728,7552191,Brooklyn,Bedford-Stuyvesant,40.68515,-73.91981,Entire home/apt,14,33,0.72,1,105,0,6,1,1,0
23049,125557444,Queens,Jamaica,40.6705,-73.77787,Entire home/apt,1,22,0.85,2,305,2,46,1,3,0
10749,25728891,Brooklyn,Brooklyn Heights,40.69449,-73.99727,Private room,2,72,1.62,1,231,0,32,0,1,1
7260,588270,Brooklyn,DUMBO,40.7043,-73.98667,Entire home/apt,2,177,3.33,2,235,0,40,1,1,0
32250,132669029,Bronx,Throgs Neck,40.82617,-73.82073,Private room,3,23,1.77,4,58,4,173,0,0,1
16177,6324947,Brooklyn,Greenpoint,40.72341,-73.94061,Private room,3,4,0.3,1,7,0,20,0,1,1
2304,3211592,Manhattan,Chinatown,40.71744,-73.99718,Private room,3,37,0.58,1,5,1,9,0,2,1
23521,85526404,Queens,Flushing,40.75448,-73.82295,Private room,1,37,1.46,1,0,2,37,0,3,1
38678,107434423,Manhattan,Tribeca,40.71684,-74.00544,Entire home/apt,30,0,,232,342,1,77,1,2,0
3414,763439,Queens,Sunnyside,40.74817,-73.91886,Private room,1,1,0.04,1,0,2,39,0,3,1
42297,25059364,Manhattan,Kips Bay,40.74056,-73.98077,Private room,1,24,6.43,3,35,1,26,0,2,1
442,737585,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,2,104,1.09,1,22,0,20,1,1,0
4105,4274857,Manhattan,Lower East Side,40.72073,-73.98954,Private room,3,21,0.33,3,20,1,23,0,2,1
34394,137274917,Manhattan,Hell's Kitchen,40.75983,-73.99119,Private room,1,82,7.34,12,230,1,7,0,2,1
11213,45601660,Manhattan,Hell's Kitchen,40.759,-73.98894,Entire home/apt,1,0,,1,0,1,7,1,2,0
25283,144017474,Brooklyn,Greenpoint,40.73639,-73.95342,Entire home/apt,1,85,3.74,2,0,0,20,1,1,0
32100,4482351,Manhattan,Hell's Kitchen,40.75996,-73.99223,Entire home/apt,5,15,1.11,2,7,1,7,1,2,0
42608,240480084,Brooklyn,Williamsburg,40.71719,-73.94795,Entire home/apt,3,2,0.98,1,59,0,12,1,1,0
19675,14258860,Brooklyn,Williamsburg,40.71809,-73.95283,Entire home/apt,5,1,0.03,1,0,0,12,1,1,0
28133,262862,Brooklyn,Williamsburg,40.71822,-73.93996,Entire home/apt,3,1,0.05,1,0,0,12,1,1,0
22882,3063938,Brooklyn,Bedford-Stuyvesant,40.68952,-73.94519,Entire home/apt,6,18,0.69,1,0,0,6,1,1,0
30227,60521448,Brooklyn,Williamsburg,40.70742,-73.93754,Private room,5,1,0.1,2,48,0,12,0,1,1
6987,25870353,Manhattan,Gramercy,40.73661,-73.98706,Entire home/apt,7,0,,1,365,1,68,1,2,0
36616,67186748,Manhattan,Hell's Kitchen,40.76129,-73.9943,Private room,1,4,0.44,1,365,1,7,0,2,1
38944,226410657,Brooklyn,Bedford-Stuyvesant,40.68737,-73.93132,Private room,30,0,,27,343,0,6,0,1,1
6577,7741110,Manhattan,Midtown,40.74245,-73.9845,Entire home/apt,4,149,2.68,1,287,1,1,1,2,0
2428,2910509,Manhattan,East Village,40.72434,-73.97715,Entire home/apt,29,10,0.17,1,3,1,19,1,2,0
5360,2718526,Brooklyn,Greenpoint,40.73385,-73.95418,Entire home/apt,1,42,0.72,1,10,0,20,1,1,0
45624,61882349,Manhattan,Chelsea,40.7483,-74.0008,Entire home/apt,5,2,2.0,1,0,1,14,1,2,0
1755,3069794,Brooklyn,Bedford-Stuyvesant,40.68356,-73.94042,Private room,14,12,0.22,2,0,0,6,0,1,1
28886,6924461,Queens,Ridgewood,40.71261,-73.91429,Private room,2,39,2.08,1,68,2,44,0,3,1
1391,92451,Brooklyn,Prospect Heights,40.68066,-73.96644,Entire home/apt,4,11,0.13,1,0,0,29,1,1,0
6373,13347167,Manhattan,Upper East Side,40.77167,-73.95735,Entire home/apt,30,3,0.09,29,321,1,28,1,2,0
48606,236187116,Brooklyn,Bushwick,40.6978,-73.92589,Private room,1,0,,2,18,0,21,0,1,1
37291,223007347,Brooklyn,Bedford-Stuyvesant,40.6817,-73.95204,Entire home/apt,2,21,2.86,1,164,0,6,1,1,0
2715,7853251,Queens,St. Albans,40.6891,-73.7733,Private room,1,190,2.64,5,359,2,85,0,3,1
14651,48202082,Manhattan,East Harlem,40.80147,-73.93706,Private room,30,0,,1,345,1,4,0,2,1
23367,45777549,Manhattan,Inwood,40.86739,-73.92,Entire home/apt,4,7,0.29,1,0,1,18,1,2,0
12883,50541121,Manhattan,Hell's Kitchen,40.76385,-73.98669,Entire home/apt,2,137,3.14,1,317,1,7,1,2,0
11772,1443812,Brooklyn,Williamsburg,40.71083,-73.96401,Entire home/apt,3,184,4.1,2,262,0,12,1,1,0
18184,344035,Brooklyn,Prospect Heights,40.67824,-73.96966,Private room,1,102,2.98,13,281,0,29,0,1,1
18203,5682956,Bronx,Highbridge,40.84277,-73.92588,Entire home/apt,7,40,1.15,1,34,4,42,1,0,0
19651,101653570,Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,Private room,2,171,5.26,3,57,0,6,0,1,1
11684,8093077,Manhattan,Upper East Side,40.76717,-73.95317,Entire home/apt,2,3,0.07,1,0,1,28,1,2,0
35591,9050139,Brooklyn,Crown Heights,40.67604,-73.95775,Entire home/apt,2,14,1.45,1,13,0,15,1,1,0
19881,8925370,Manhattan,Inwood,40.87136,-73.91723,Entire home/apt,2,26,0.82,1,0,1,18,1,2,0
2633,7474069,Manhattan,Washington Heights,40.8469,-73.94522,Private room,4,14,0.23,3,0,1,30,0,2,1
22346,35292326,Brooklyn,Bushwick,40.69892,-73.9302,Private room,1,4,1.82,1,180,0,21,0,1,1
32605,158399244,Brooklyn,Crown Heights,40.6708,-73.94011,Entire home/apt,1,52,4.07,4,110,0,15,1,1,0
29542,42082112,Manhattan,Harlem,40.82779,-73.94716,Entire home/apt,4,34,2.03,1,56,1,2,1,2,0
36630,218936218,Manhattan,Financial District,40.71148,-74.01283,Entire home/apt,3,8,0.95,1,23,1,43,1,2,0
32910,42998647,Manhattan,Hell's Kitchen,40.75854,-73.98988,Private room,3,101,7.77,3,68,1,7,0,2,1
18119,85914840,Queens,Forest Hills,40.71298,-73.83601,Private room,1,16,0.46,1,0,2,63,0,3,1
28936,113805886,Manhattan,Upper East Side,40.7771,-73.9502,Entire home/apt,31,4,0.29,33,342,1,28,1,2,0
29788,16682397,Manhattan,East Village,40.72753,-73.98412,Entire home/apt,2,5,0.29,1,0,1,19,1,2,0
4665,2009585,Brooklyn,Cobble Hill,40.68785,-73.99181,Entire home/apt,3,13,0.22,1,0,0,36,1,1,0
14442,35095754,Manhattan,Lower East Side,40.72048,-73.9906,Private room,2,130,3.3,2,139,1,23,0,2,1
36768,213251818,Brooklyn,Brownsville,40.66835,-73.92335,Entire home/apt,3,26,3.17,1,138,0,147,1,1,0
32972,136208791,Bronx,Wakefield,40.88723,-73.86351,Private room,1,4,0.31,1,365,4,88,0,0,1
40751,237201559,Manhattan,Upper East Side,40.77112,-73.95405,Entire home/apt,2,16,3.72,1,233,1,28,1,2,0
22588,40883799,Brooklyn,Bushwick,40.70596,-73.92182,Private room,1,83,3.15,3,175,0,21,0,1,1
31985,188741104,Manhattan,Harlem,40.80875,-73.94238,Entire home/apt,31,48,3.44,4,117,1,2,1,2,0
48313,272243990,Manhattan,Midtown,40.76358,-73.97825,Entire home/apt,1,0,,1,57,1,1,1,2,0
10762,43645608,Manhattan,Hell's Kitchen,40.76128,-73.99617,Entire home/apt,2,39,0.86,1,37,1,7,1,2,0
10013,7590543,Brooklyn,Navy Yard,40.69855,-73.97595,Entire home/apt,4,99,2.09,1,0,0,146,1,1,0
8558,19233353,Brooklyn,Prospect-Lefferts Gardens,40.65599,-73.95746,Private room,3,0,,2,0,0,24,0,1,1
45064,260475429,Brooklyn,Kensington,40.64221,-73.98126,Entire home/apt,2,1,1.0,1,74,0,0,1,1,0
30877,179255065,Manhattan,Hell's Kitchen,40.7612,-73.98886,Entire home/apt,1,118,7.5,1,28,1,7,1,2,0
10742,43599290,Manhattan,SoHo,40.72409,-74.00241,Private room,3,107,2.69,2,276,1,27,0,2,1
9428,700231,Manhattan,Harlem,40.82918,-73.94857,Entire home/apt,10,0,,1,0,1,2,1,2,0
22810,122294799,Brooklyn,Bedford-Stuyvesant,40.69178,-73.92838,Private room,1,4,0.15,1,0,0,6,0,1,1
5961,13481367,Manhattan,East Village,40.72841,-73.98231,Entire home/apt,2,10,0.18,1,0,1,19,1,2,0
17357,3792661,Manhattan,Morningside Heights,40.80974,-73.96034,Private room,7,4,0.12,1,0,1,45,0,2,1
23354,11555258,Brooklyn,Kensington,40.64249,-73.97105,Shared room,4,1,0.09,2,0,0,0,2,1,2
42402,247538066,Queens,Jackson Heights,40.75196,-73.86893,Entire home/apt,2,14,5.0,1,32,2,83,1,3,0
48500,174811960,Queens,Ridgewood,40.70864,-73.90034,Private room,1,0,,1,165,2,44,0,3,1
13476,6772290,Manhattan,Chelsea,40.74156,-74.00037,Entire home/apt,3,136,3.18,1,288,1,14,1,2,0
14073,9358748,Brooklyn,Crown Heights,40.67039,-73.95959,Entire home/apt,14,3,0.08,1,0,0,15,1,1,0
25795,86327101,Brooklyn,Bedford-Stuyvesant,40.68279,-73.9117,Private room,1,95,4.37,6,232,0,6,0,1,1
8339,33426004,Manhattan,Murray Hill,40.74583,-73.97834,Entire home/apt,1,5,0.1,1,0,1,5,1,2,0
38198,226410657,Brooklyn,Bedford-Stuyvesant,40.68765,-73.93208,Private room,30,1,1.0,27,339,0,6,0,1,1
11607,3248277,Brooklyn,Williamsburg,40.70742,-73.94185,Entire home/apt,3,0,,1,0,0,12,1,1,0
2742,5464042,Brooklyn,Williamsburg,40.70952,-73.95078,Private room,3,130,1.85,1,0,0,12,0,1,1
43758,161324994,Brooklyn,Bedford-Stuyvesant,40.69077,-73.92667,Private room,30,0,,6,38,0,6,0,1,1
47250,2883788,Manhattan,Murray Hill,40.74825,-73.98101,Entire home/apt,3,3,3.0,1,158,1,5,1,2,0
40645,180126576,Manhattan,East Village,40.72475,-73.98345,Private room,3,1,0.52,3,0,1,19,0,2,1
43279,157708630,Brooklyn,Bushwick,40.70044,-73.92503,Private room,2,5,1.76,1,15,0,21,0,1,1
47307,12166612,Brooklyn,Fort Greene,40.68884,-73.9733,Entire home/apt,3,1,1.0,1,5,0,13,1,1,0
15182,16098958,Manhattan,Financial District,40.7035,-74.00713,Entire home/apt,30,2,0.06,96,332,1,43,1,2,0
32338,28638583,Queens,Astoria,40.77444,-73.92923,Entire home/apt,1,70,5.16,1,67,2,56,1,3,0
15,15991,Brooklyn,Williamsburg,40.70837,-73.95352,Entire home/apt,2,148,1.2,1,46,0,12,1,1,0
34343,205031545,Manhattan,Midtown,40.75417,-73.96557,Entire home/apt,3,8,1.02,49,188,1,1,1,2,0
18851,16586817,Brooklyn,Bedford-Stuyvesant,40.68381,-73.91776,Entire home/apt,4,55,1.62,1,17,0,6,1,1,0
29347,128338539,Staten Island,Stapleton,40.6322,-74.07913,Entire home/apt,30,25,1.47,4,178,3,93,1,4,0
2833,8255208,Brooklyn,Williamsburg,40.70951,-73.96262,Entire home/apt,1,1,0.02,1,0,0,12,1,1,0
9105,31213925,Manhattan,Midtown,40.74462,-73.98272,Entire home/apt,2,0,,1,0,1,1,1,2,0
2235,697442,Brooklyn,East Flatbush,40.64851,-73.94667,Private room,1,356,4.72,3,19,0,54,0,1,1
34917,3800338,Brooklyn,Flatbush,40.64599,-73.95986,Private room,2,2,2.0,1,77,0,22,0,1,1
23940,3792860,Manhattan,Upper East Side,40.76873,-73.95328,Entire home/apt,3,0,,2,0,1,28,1,2,0
13647,9504403,Manhattan,Kips Bay,40.74443,-73.97949,Entire home/apt,3,2,0.05,1,0,1,26,1,2,0
19008,85202728,Queens,Holliswood,40.72468,-73.76681,Private room,3,11,0.52,1,135,2,180,0,3,1
1853,4328005,Brooklyn,Williamsburg,40.71622,-73.96042,Private room,1,8,0.1,1,0,0,12,0,1,1
6038,22963957,Manhattan,Harlem,40.80479,-73.9529,Entire home/apt,1,8,0.16,1,0,1,2,1,2,0
10233,2610233,Manhattan,Flatiron District,40.73947,-73.98593,Entire home/apt,3,99,2.26,1,110,1,50,1,2,0
41063,131647128,Manhattan,Upper West Side,40.77537,-73.98938,Entire home/apt,30,0,,25,288,1,8,1,2,0
18113,2856748,Manhattan,Midtown,40.75546,-73.96454,Entire home/apt,30,0,,49,245,1,1,1,2,0
21743,52129673,Manhattan,Harlem,40.82827,-73.94785,Private room,1,17,1.11,1,0,1,2,0,2,1
5624,21228368,Queens,Forest Hills,40.71291,-73.84678,Entire home/apt,2,105,1.8,5,190,2,63,1,3,0
33015,195712950,Manhattan,West Village,40.73867,-74.00383,Entire home/apt,3,2,0.2,1,0,1,11,1,2,0
38428,29688249,Manhattan,Harlem,40.82582,-73.94276,Private room,1,6,1.94,1,180,1,2,0,2,1
6729,17883343,Manhattan,Murray Hill,40.74768,-73.97562,Private room,1,0,,1,0,1,5,0,2,1
19259,97808036,Manhattan,Harlem,40.80869,-73.94205,Entire home/apt,4,16,0.5,1,96,1,2,1,2,0
27403,34773529,Brooklyn,Bedford-Stuyvesant,40.68207,-73.92208,Private room,5,0,,1,0,0,6,0,1,1
46447,264962468,Manhattan,Hell's Kitchen,40.76273,-73.99028,Entire home/apt,2,2,2.0,1,55,1,7,1,2,0
4157,10264372,Manhattan,Harlem,40.82305,-73.93739,Private room,1,6,0.11,1,0,1,2,0,2,1
47076,194369832,Manhattan,East Village,40.72347,-73.97792,Entire home/apt,2,1,1.0,1,43,1,19,1,2,0
34208,31619241,Brooklyn,Fort Greene,40.68925,-73.97108,Entire home/apt,2,16,3.72,1,29,0,13,1,1,0
38676,107434423,Manhattan,Upper East Side,40.76368,-73.95993,Entire home/apt,30,0,,232,293,1,28,1,2,0
6941,25641892,Staten Island,West Brighton,40.63182,-74.124,Entire home/apt,2,196,3.63,1,231,3,158,1,4,0
656,758441,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918,Private room,1,7,0.08,4,281,0,6,0,1,1
27977,131993395,Brooklyn,Flatlands,40.62857,-73.94071,Entire home/apt,2,53,2.83,1,230,0,35,1,1,0
25569,34706197,Manhattan,East Village,40.72564,-73.98682,Private room,4,20,1.08,2,94,1,19,0,2,1
35929,215403497,Manhattan,Little Italy,40.71908,-73.99766,Entire home/apt,4,3,0.32,1,179,1,53,1,2,0
44750,258035043,Brooklyn,Bedford-Stuyvesant,40.68079,-73.91893,Private room,1,14,6.36,2,249,0,6,0,1,1
25401,7344404,Brooklyn,Williamsburg,40.71237,-73.9598,Private room,4,6,0.27,1,0,0,12,0,1,1
35214,210992029,Brooklyn,Flatbush,40.63847,-73.95693,Entire home/apt,2,0,,1,30,0,22,1,1,0
30543,6023250,Brooklyn,Williamsburg,40.70984,-73.9433,Entire home/apt,2,4,0.45,1,27,0,12,1,1,0
6214,23570473,Brooklyn,Crown Heights,40.67414,-73.95368,Private room,1,22,0.96,3,339,0,15,0,1,1
43912,82380968,Manhattan,Harlem,40.80437,-73.94595,Private room,1,3,1.14,1,193,1,2,0,2,1
47013,85400172,Brooklyn,Crown Heights,40.6752,-73.94851,Private room,3,1,1.0,2,360,0,15,0,1,1
13906,7203997,Brooklyn,Park Slope,40.67094,-73.97388,Entire home/apt,3,123,3.01,2,289,0,16,1,1,0
45837,113723310,Manhattan,Murray Hill,40.74812,-73.98046,Entire home/apt,30,0,,8,342,1,5,1,2,0
29469,33392869,Manhattan,Upper West Side,40.79937,-73.96281,Private room,3,0,,1,0,1,8,0,2,1
24437,130343656,Brooklyn,Williamsburg,40.70492,-73.94258,Private room,3,8,0.33,1,35,0,12,0,1,1
40761,1306854,Manhattan,Lower East Side,40.71991,-73.98505,Entire home/apt,30,0,,1,172,1,23,1,2,0
5781,21881605,Brooklyn,Crown Heights,40.67658,-73.9444,Private room,1,0,,2,83,0,15,0,1,1
37884,1126015,Brooklyn,DUMBO,40.70321,-73.98488,Entire home/apt,3,3,0.4,1,7,0,40,1,1,0
25922,148237535,Brooklyn,Canarsie,40.64162,-73.90891,Private room,3,2,0.1,4,364,0,100,0,1,1
44193,179875332,Queens,Long Island City,40.74745,-73.93656,Private room,3,1,0.63,1,0,2,25,0,3,1
7649,29887425,Manhattan,Harlem,40.81732,-73.94757,Private room,2,58,1.12,1,24,1,2,0,2,1
39053,208955733,Brooklyn,East Flatbush,40.65441,-73.91995,Private room,1,6,0.87,4,350,0,54,0,1,1
